Table S1. Information of taxon sampling in this study.,,,,,,,,,,,,,
,,,,,,,,,,,,,
Sequencing_ID,SRA_accession,Subfamily,Tribe,Genus,Subgenus,Species,Identified_by,Gap% in the concatenated nt alignment,Gap% in the concatenated aa alignment,Host,Collection_date,Collection_locality,Altitude
P006_WE11,SRR17213365,Deltocephalinae,Deltocephalini,Corrientesia,-,ochrescens,Christopher H. Dietrich,5.60%,5.60%,-,12-Jan-2008,"Argentina: Chaco, Parque Nacional Chaco",-
P005_WA02,SRR17213364,Deltocephalinae,Deltocephalini,Daltonia,-,condita,Christopher H. Dietrich,2.70%,2.70%,-,31-Oct-2001,Mexico: Veracruz,70m
P005_WA04,SRR17213363,Deltocephalinae,Deltocephalini,Deltella,-,decisa,Christopher H. Dietrich,2.40%,2.40%,-,05-Jun-2007,"USA: Illinois, Pope County, Rt. 146 1.1 mi. W Humm Wye",-
P002_WG06,SRR17213362,Deltocephalinae,Deltocephalini,Destria,-,fumida,Christopher H. Dietrich,4.40%,4.40%,-,09-Aug-2016,"USA: Illinois, Livingston County, US rt. 66 3.6 mi SW Dwight",-
P005_WA07,SRR17213361,Deltocephalinae,Deltocephalini,Endria,-,inimicus,Christopher H. Dietrich,9.40%,9.30%,-,01-Jul-2003,"USA: Illinois, Cook County, Calumet, Marion Byrnes Nat. Area",-
P002_WH05,SRR17213360,Deltocephalinae,Deltocephalini,Haldorus,Haldorellus,furcatus,Christopher H. Dietrich,7.30%,7.30%,-,12-Jan-2008,"Argentina: Chaco, Parque Nacional Chaco",-
P008_WB11,SRR17213359,Deltocephalinae,Deltocephalini,Haldorus,Haldorus,maculipes,Christopher H. Dietrich,3.60%,3.60%,-,09-Jan-2008,"Argentina: Corrientes, Parque Nacional Mburucuya campground",-
P007_WA04,SRR17213358,Deltocephalinae,Deltocephalini,Limpica,-,pallida,Christopher H. Dietrich,3.00%,3.00%,grass,25-March-2016,Brazil: RoraimaReserva Maraca,100m
P005_WA08,SRR17213355,Deltocephalinae,Deltocephalini,Lonatura,-,catalina,Christopher H. Dietrich,6.90%,6.90%,-,01-Jul-2004,"USA: Illinois, Cook County, Calumet, Marion Byrnes Nat. Area",-
P007_WE01,SRR17213354,Deltocephalinae,Deltocephalini,Loreta,Loreta,ornaticeps,Christopher H. Dietrich,5.50%,5.40%,-,16-Mar-2015,"Brazil: Minas Gerais, Santuario do Caraca, Lobo Guara Trail",1260m
P001_WH10,SRR17213353,Deltocephalinae,Deltocephalini,Mattogrossus,-,colonoides,Christopher H. Dietrich,8.60%,8.60%,-,13-Nov-2009,"Bolivia: Canta Cruz, ca. Buena Vista",390m
P008_WG04,SRR17213352,Deltocephalinae,Deltocephalini,Phetchabunia,-,janteabi,Christopher H. Dietrich,6.10%,6.10%,-,09-Oct-2006/16-Oct-2006,"Thailand: Phetchabun, Nam Nao National Park",891m
P007_WG09,SRR17213351,Deltocephalinae,Deltocephalini,Polyamia,Copolyamia,brevipennis,Christopher H. Dietrich,2.60%,2.60%,-,12-Jun-2017,"USA: North Carolina, Burke County, Linville Gorge",-
P015_WB05,SRR17213350,Deltocephalinae,Deltocephalini,Polyamia,Polyamia,weedi,Christopher H. Dietrich,9.60%,9.60%,-,04-Jun-2020,"USA: Illinois, Jefferson County, Ten Mile Creek Wildlife Area",-
P015_WG05,SRR17213349,Deltocephalinae,Deltocephalini,Recilia,-,coronifer,Christopher H. Dietrich,5.20%,5.20%,-,12-Jul-2012,"China: Shaanxi, 8km ENE Chenhexiang",660m
P005_WA03,SRR17213348,Deltocephalinae,Deltocephalini,Sanctanus,Sanctanus,elegans,Christopher H. Dietrich,3.30%,3.30%,-,15-Oct-2001,"Mexico: Jalisco, ca. La Huerta",480m
P005_WA05,SRR17213347,Deltocephalinae,Deltocephalini,Toldoanus,-,marginellus,Christopher H. Dietrich,4.70%,4.70%,-,07-Jan-2008,"Argentina: Misiones, Pto. Iguazu, Viejo Amer. Campgound",200m
P005_WA01,SRR17213346,Deltocephalinae,Deltocephalini,Unerus,-,colonus,Christopher H. Dietrich,4.80%,4.70%,-,10-Jan-2008,"Argentina: Chaco, Parque Nacional Chaco",70m
P006_WF02,SRR17213344,Deltocephalinae,Deltocephalini,Wyushinamia,-,bifurcata,Christopher H. Dietrich,3.50%,3.40%,-,10-Sep-2016,"China: Chongqing, Jinyan Shan",785m
P001_WG10,SRR17213439,Deltocephalinae,Deltocephalini,Amplicephalus,Nanctasus,anayensis,Christopher H. Dietrich,7.70%,7.70%,grasses,18-Jan-2014,"Chile: Araucania, Parque Nacional Nahuelbuta, Cerro Anay road",-
P002_WE02,SRR17213438,Deltocephalinae,Deltocephalini,Horouta,-,aristarche,Christopher H. Dietrich,2.40%,2.40%,sedge/grass,22-Feb-2015,"Australia: Queensland, Crow's Nest National Park",454m
P015_WA12,SRR17213437,Deltocephalinae,Deltocephalini,Horouta,-,lotis,Christopher H. Dietrich,8.40%,8.40%,-,19-Feb-2015,"Australia: Queensland, Lamington National Park",865m
P002_WE01,SRR17213436,Deltocephalinae,Deltocephalini,Planicephalus,-,flavocostatus,Christopher H. Dietrich,2.40%,2.40%,-,09-Aug-2016 ,"USA: Illinois, Livingston County, US rt. 66, 3.6 mi SW Dwight",200m
P014_WD09,SRR17213435,Deltocephalinae,Deltocephalini,Planicephalus,-,flavicosta,Christopher H. Dietrich,5.20%,5.20%,-,14-Oct-2001,"Mexico: Jalisco, ca. La Huerta",460m
P005_WB05,SRR17213434,Deltocephalinae,Deltocephalini,Yuanamia,-,producta,Christopher H. Dietrich,9.20%,9.10%,-,01-Nov-2007/07-Nov-2007,"Thailand: Lampang, Chae Son National Park, Huay Yen",419m
P007_WH12,SRR17213433,Deltocephalinae,Deltocephalini,Loeia,-,tamtipi,Christopher H. Dietrich,3.20%,3.20%,-,19-Jul-2006/26-Jul-2006,"Thailand: Loei, Phu Ruea National Park, Subhnonghin",860m
P002_WH08,SRR17213432,Deltocephalinae,Deltocephalini,Parandanus,-,hilaris,Christopher H. Dietrich,5.40%,5.40%,-,26-Oct-2002,"Peru: Huanuco, 5 km W Tingo Maria",-
P007_WE04,SRR17213431,Deltocephalinae,Deltocephalini,Parandanus,-,longistylus,Christopher H. Dietrich,4.10%,4.10%,-,30-Aug-2012,Peru,-
P011_WB09,SRR17213429,Deltocephalinae,Deltocephalini,Parandanus,-,nigricephalus,Christopher H. Dietrich,2.30%,2.30%,-,12-Oct-2002,"Peru: Pasco Department, Parque Nacional Yanachaga Chemillen, nr. Refugio El Cedro",2500m
P012_WA08,SRR17213428,Deltocephalinae,Deltocephalini,Amblysellus,-,curtisii,Christopher H. Dietrich,1.80%,1.80%,-,29-Jun-2016,"USA: Wisconsin, Burnett County, 7.1 km E Rush City, Minnesota",-
P007_WH06,SRR17213427,Deltocephalinae,Deltocephalini,Mendozellus,-,paralaredanus,Christopher H. Dietrich,4.60%,4.60%,-,14-Feb-2014,"Argentina: Entre Rios, Parque Nacional El Palmar, Calera del Palmar",-
P007_WH11,SRR17213426,Deltocephalinae,Deltocephalini,Deltocephalus,-,vanfus,Christopher H. Dietrich,3.20%,3.10%,-,26-Oct-2005,"Mexico: Durango, rt.40 km 158 ca. La Ermita",2700m
P014_WE11,SRR17213425,Deltocephalinae,Deltocephalini,Graminella,-,nigripennis,Christopher H. Dietrich,4.20%,4.20%,-,02-May-2017,"USA: Florida, Hillsborough County, ca. Myakka River State Park Entrance",-
P002_WA10,SRR17213424,Deltocephalinae,Deltocephalini,Maiestas,-,maculata,Christopher H. Dietrich,6.50%,6.50%,-,02-May-2014,"China: Guizhou, Qianlingshan Park",-
P006_WG12,SRR17213423,Deltocephalinae,Paralimnini,Acharis,-,ussuriensis,Christopher H. Dietrich,9.70%,9.70%,-,09-Jul-2005/10-Jul-2006,"Mongolia: Bulgan Aimag, Teshig Soum, Main Branch of Tariakhtain Gol ",1203m
P004_WA04,SRR17213422,Deltocephalinae,Paralimnini,Aflexia,-,rubranura,James N. Zahniser,5.80%,5.80%,-,Aug-1993,"USA: Wisconsin, Sauk County",-
P005_WB02,SRR17213421,Deltocephalinae,Paralimnini,Altaiotettix,-,oshanini,Christopher H. Dietrich,6.10%,6.10%,-,17-Jul-2000,"Kyrgyzstan: Naryn, Arpa Valley",2967m
P005_WD07,SRR17213420,Deltocephalinae,Paralimnini,Arocephalus,-,roborovskii,Christopher H. Dietrich,8.20%,8.10%,-,15-Jul-2000,"Kyrgyzstan: Dzhalal-Abad, 18 km WSW Kazarman",1550m
P005_WB10,SRR17213418,Deltocephalinae,Paralimnini,Arthaldeus,-,arenarius,Christopher H. Dietrich,11.70%,11.70%,-,15-Jul-2000,"Kyrgyzstan: Dzhalal-Abad, 18 km WSW Kazarman",1550m
P005_WE11,SRR17213417,Deltocephalinae,Paralimnini,Auridius,-,xanthus,Christopher H. Dietrich,1.40%,1.40%,-,24-Jul-2002/25-Jul-2002,"USA: Arizona, Cochise County, Chiricahua Mountains, Buena Vista Peak",2585m
P005_WC11,SRR17213416,Deltocephalinae,Paralimnini,Cedarotettix,-,cogani,Christopher H. Dietrich,5.00%,5.00%,-,02-Dec-2009,Swaziland: Mmlawula,-
P005_WB11,SRR17212853,Deltocephalinae,Paralimnini,Coelestinus,-,incertus,Christopher H. Dietrich,4.50%,4.50%,-,15-Jul-2001,"Kyrgyzstan: Dzhalal-Abad, 18 km WSW Kazarman",1550m
P004_WA06,SRR17212852,Deltocephalinae,Paralimnini,Commellus,-,comma,James N. Zahniser,4.30%,4.30%,-,Aug-1993,"USA: Wisconsin, Sauk County",-
P002_WF11,SRR17212851,Deltocephalinae,Paralimnini,Enantiocephalus,-,cornutus,Christopher H. Dietrich,3.80%,3.80%,-,15-Jul-2000,Kyrgyzstan: Juncion of Kokerim and Kugart Rivers,-
P005_WD06,SRR17212850,Deltocephalinae,Paralimnini,Futasujinus,-,candidus,Christopher H. Dietrich,2.90%,2.90%,-,15-Jun-2004,"China: Taiwan, Nantou, Reiyen Res., Chifong Rd. 1 km N Rt. 14",2200m
P006_WH01,SRR17212849,Deltocephalinae,Paralimnini,Henschia,Henschia,acuta,Christopher H. Dietrich,8.10%,8.10%,-,11-Jul-2005/13-Jul-2005,"Mongolia: Bulgan Aimag, Teshig Soum, Egiin Gol, 12.7 km SW of Teshig",998m
P002_WE08,SRR17212848,Deltocephalinae,Paralimnini,Jannius,-,mecus,Christopher H. Dietrich,6.60%,6.60%,-,02-Nov-2007,"Zambia: Northwestern Prov., Mwinilunga",-
P006_WH04,SRR17212847,Deltocephalinae,Paralimnini,Lebradea,-,flavovirens,Christopher H. Dietrich,8.30%,8.30%,-,09-Jul-2005/10-Jul-2006,"Mongolia: Bulgan Aimag, Teshig Soum, Main Branch of Tariakhtain Gol ",1203m
P002_WF04,SRR17212845,Deltocephalinae,Paralimnini,Lecacis,-,platypennis,Christopher H. Dietrich,10.60%,10.60%,-,Jan-2009,Swaziland: Mmlawula,-
P006_WG11,SRR17212844,Deltocephalinae,Paralimnini,Metalimnus,-,formosus,Christopher H. Dietrich,7.60%,7.60%,-,17-Jul-2005/18-Jul-2005,"Mongolia: Hovsgol Aimag,  Chandmani-Ondor Soum, Khalkhan Gol",1220m
P005_WC01,SRR17212843,Deltocephalinae,Paralimnini,Mogangella,-,straminea,Christopher H. Dietrich,12.20%,12.10%,-,18-Jul-2000,"Kyrgyzstan: Naryn, Arpa Valley",2830m
P005_WC02,SRR17212842,Deltocephalinae,Paralimnini,Mogangina,Mogangina,bromi,Christopher H. Dietrich,6.50%,6.40%,-,30-Jun-1999,"Kyrgyzstan: Dzhalal-Abad, 5 km E Kosh Bulak",1820m
P005_WC04,SRR17212841,Deltocephalinae,Paralimnini,Mongolojassus,-,tianshanicus,Christopher H. Dietrich,7.20%,7.10%,-,20-Jul-2000,"Kyrgyzstan: Issyk-Kul, Sary-Dzhaz R. 3 km NE jct. Ottuk R.",2760m
P007_WB04,SRR17212840,Deltocephalinae,Paralimnini,Naudeus,-,bivittatus,Christopher H. Dietrich,7.90%,7.90%,-,09-Dec-2004  ,"South Africa: Western Cape Prov., Vishoek",85.4m
P001_WD10,SRR17212839,Deltocephalinae,Paralimnini,Pantallus,-,alboniger,Christopher H. Dietrich,14.30%,14.30%,-,07-Jul-2005,"Mongolia: Bulgan, Khyalgant, Cold Spring near Baruun Burkhiin Gol",-
P002_WB11,SRR17212838,Deltocephalinae,Paralimnini,Paralaevicephalus,-,primus,Christopher H. Dietrich,7.10%,7.10%,-,23-Sep-2017,"China: Guangxi, Longtan National Forest Park",610m
P004_WF07,SRR17212837,Deltocephalinae,Paralimnini,Paralimnus,Anthocallis,angusticeps,James N. Zahniser,11.50%,11.40%,-,05-Sep-1998,"Kyrgyzstan: Issyk-Kul S shore Issyk Kul Lake, 10 km E Kadzhi-Saj",1675m
P005_WC12,SRR17212836,Deltocephalinae,Paralimnini,Paramesus,-,major,Christopher H. Dietrich,7.10%,7.10%,-,30-Aug-1998,"Kyrgyzstan: Naryn, Naryn River valley ca. Ak-Tal-Tchat",1688m
P002_WE04,SRR17212834,Deltocephalinae,Paralimnini,Pasaremus,-,concentricus,Christopher H. Dietrich,6.40%,6.30%,-,21-Jul-2010/29-Jul-2010,"USA: Oregon, Lake County, 52km SW Silver Lake",1370m
P005_WD05,SRR17212833,Deltocephalinae,Paralimnini,Peconus,-,scriptanus,Christopher H. Dietrich,8.00%,8.00%,-,2009,USA: New Mexico,-
P006_WH02,SRR17212832,Deltocephalinae,Paralimnini,Philaia,-,jassargiforma,Christopher H. Dietrich,7.60%,7.50%,-,11-Jul-2005/13-Jul-2005,"Mongolia: Bulgan Aimag, Teshig Soum, Egiin Gol, 12.7 km SW of Teshig",998m
P002_WE06,SRR17212831,Deltocephalinae,Paralimnini,Phlebiastes,Phlebiastes,tianshanicus,Christopher H. Dietrich,4.70%,4.70%,-,16-Jul-2000,"Kyrgyzstan: Naryn Alabuga River, 25 km W Baetovo",1700m
P006_WH05,SRR17212830,Deltocephalinae,Paralimnini,Pinumius,-,areatus,Christopher H. Dietrich,6.20%,6.20%,-,23-Jul-2005,"Mongolia: Hovsgol Aimag, Tumurbulag Soum, Bugcei (Bugceiin) Gol",1618m
P005_WC03,SRR17213415,Deltocephalinae,Paralimnini,Praganus,-,hofferi,Christopher H. Dietrich,11.70%,11.70%,-,17-Jul-2000,"Kyrgyzstan: Naryn, Arpa Valley",2967m
P005_WC05,SRR17213414,Deltocephalinae,Paralimnini,Rhoananus,-,hypochlorus,Christopher H. Dietrich,5.70%,5.70%,-,30-Jun-1999,"Kyrgyzstan: Dzhalal-Abad, 5 km E Kosh Bulak",1820m
P005_WC06,SRR17213413,Deltocephalinae,Paralimnini,Rosenus,-,pantherinus,Christopher H. Dietrich,11.50%,11.50%,-,10-Jul-2000,"Kyrgyzstan: Osh, N slope Trans Alaj Ridge, 8 km SW Nura",3100m
P002_WH11,SRR17213412,Deltocephalinae,Paralimnini,Soracte,-,apollonos,Christopher H. Dietrich,6.20%,6.20%,-,24-Feb-2015,"Australia: Queensland, ca. Malanda Rose Gum Retreat",-
P005_WB04,SRR17213411,Deltocephalinae,Paralimnini,Tiaratus,-,caricis,Christopher H. Dietrich,5.50%,5.40%,-,17-Jul-2001,"Kyrgyzstan: Naryn, Arpa Valley",-
P005_WC07,SRR17213409,Deltocephalinae,Paralimnini,Triasargus,-,ancoratus,Christopher H. Dietrich,10.40%,10.30%,-,21-Jun-1999,"Kyrgyzstan: Dzhalal-abad, Chandalash, R. 6 km N jct Chatkal R.",1630m
P002_WG08,SRR17213408,Deltocephalinae,Paralimnini,Turrutus,-,personatus,Christopher H. Dietrich,5.80%,5.80%,-,28-Jul-2016,"USA: Wisconsin, Burnett County, 7.1 km E Rush City, Minnesota",-
P002_WF07,SRR17213407,Deltocephalinae,Paralimnini,Vilargus,-,pumilicans,Christopher H. Dietrich,7.80%,7.70%,-,27-Dec-2004,"South Africa: KwaZulu-Natal Prov., Arthurs Seat hill",-
P006_WC08,SRR17213406,Deltocephalinae,Paralimnini,Yanocephalus,-,yanonis,Christopher H. Dietrich,6.40%,6.40%,-,02-May-2014,"China: Guizhou, Qianlingshan Park",-
P008_WC04,SRR17213405,Deltocephalinae,Paralimnini,Adarrus,Belaunus,taurus,Christopher H. Dietrich,8.80%,8.80%,-,25-May-2008/05-Jun-2008,"Spain: Catalunya, Prorat, 2km E Marca, Mother's Gargen",350m
P014_WF01,SRR17213404,Deltocephalinae,Paralimnini,Coganus,-,breviatus,Christopher H. Dietrich,2.50%,2.50%,-,05-Dec-2004,"South Africa: Western Cape Prov., Eersterivier",66.5m
P015_WE11,SRR17213403,Deltocephalinae,Paralimnini,Ctenotettix,-,kirgysicus,Christopher H. Dietrich,10.10%,10.10%,-,18-Jun-1999,"Kyrgyzstan: Dzhalal-Abad, Kara Kysmak & Chaktal R. ",2240m
P007_WB03,SRR17213402,Deltocephalinae,Paralimnini,Elginus,-,furcillatus,Christopher H. Dietrich,5.30%,5.30%,-,09-Dec-2004  ,"South Africa: Western Cape Prov., Vishoek",85.4m
P005_WF02,SRR17213401,Deltocephalinae,Paralimnini,Emeljanovianus,-,acarifer,Christopher H. Dietrich,3.30%,3.30%,-,13-Jul-2005/14-Jul-2005,"Mongolia: Hovsgol Aimag, Erdenebulgan Soum, Emt Gol",1496m
P002_WF08,SRR17213400,Deltocephalinae,Paralimnini,Falcitettix,Falcitettix,guttiger,Christopher H. Dietrich,4.60%,4.60%,-,10-Jul-2005,"Mongolia: Bulgan, Teshig, Wetland near confluence of Tariakhtain Gol and Egiin Gol",-
P005_WB12,SRR17213398,Deltocephalinae,Paralimnini,Hebecephalus,-,pamiricus,Christopher H. Dietrich,4.30%,4.30%,-,17-Jul-2000,"Kyrgyzstan: Naryn, Arpa Valley",2967m
P007_WH02,SRR17213397,Deltocephalinae,Paralimnini,Ladya,-,longipennis,Christopher H. Dietrich,5.80%,5.70%,-,27-Dec-2004,"South Africa: KwaZulu-Natal Prov., Arthurs Seat hill",1583m
P005_WC08,SRR17213396,Deltocephalinae,Paralimnini,Laevicephalus,-,monticola,Christopher H. Dietrich,6.70%,6.70%,-,26-Oct-2005,"Mexico: Durango, Rt. 40 km 117, 14 km W El Salto",2680m
P015_WG12,SRR17213395,Deltocephalinae,Paralimnini,Latalus,-,personatus,Christopher H. Dietrich,7.30%,7.30%,-,06-Aug-2010,"USA: Montana: Flathead County, 12 mi. S. Palebridge",-
P005_WC09,SRR17213394,Deltocephalinae,Paralimnini,Micrelloides,-,polemon,Christopher H. Dietrich,5.40%,5.40%,-,01-Feb-2006,"Australia: Northern Territory, 9.4km N of Larrimah at WWII airstrip, just off Stuart Hwy",-
P011_WH12,SRR17213393,Deltocephalinae,Paralimnini,Spartopyge,-,mexicana,Christopher H. Dietrich,7.00%,7.00%,-,27-Oct-2005,"Mexico: Durango, Rt. 45 km 121 ca. Fco.Primo Verdad",1590m
P007_WH03,SRR17213392,Deltocephalinae,Paralimnini,Vecaulis,-,attenuatus,Christopher H. Dietrich,3.50%,3.50%,-,11-Dec-2004,"South Africa: Western Cape Prov., De Hoop Nature Reserve",15m
P012_WB05,SRR17213343,Deltocephalinae,Paralimnini,Mayawa,-,facialis,Christopher H. Dietrich,6.80%,6.80%,-,Jan-2010,Australia: Western Australia,-
P002_WE11,SRR17213342,Deltocephalinae,Paralimnini,Soractellus,-,nigrominutus,Christopher H. Dietrich,0.90%,0.90%,-,13-Nov-2007,"Zambia: Copperbelt Prov., ~45 km S of Ndola Nsobe Game Camp",-
P005_WD02,SRR17213341,Deltocephalinae,Paralimnini,Agudus,-,cyrtobrachium,Christopher H. Dietrich,5.70%,5.70%,-,05-Jan-2008,"Argentina: Corrientes, 1 km S. Pte. Internacional, Santo Tome",-
P012_WA07,SRR17213339,Deltocephalinae,Paralimnini,Diplocolenus,Diplocolenus,configuratus,Christopher H. Dietrich,3.40%,3.40%,-,27-Jun-2016,"USA: Wisconsin, Washburn County, 16.0 km WNW Lampson at Howell Landing Road ",-
P002_WG04,SRR17213338,Deltocephalinae,Paralimnini,Psammotettix,-,lividellus,Christopher H. Dietrich,5.00%,5.00%,-,10-Aug-2016,"USA: Illinois, Livingston County, RR prairie, 1 mi NE Cayuga",-
P001_WE09,SRR17213337,Deltocephalinae,Paralimnini,Cosmotettix,-,beirnei,Christopher H. Dietrich,3.70%,3.60%,-,28-Jun-2016,"USA: Wisconsin Burnett County, 7.8km N Grantsburg",-
P015_WE04,SRR17213336,Deltocephalinae,Paralimnini,Jassargus,-,bisubulatus,Christopher H. Dietrich,7.40%,7.40%,-,12-Jun-2017,"Switzerland: Gordola, Reviscai, Riserva Bolle di Magadino",196m
P015_WE12,SRR17213335,Deltocephalinae,Paralimnini,Emeljanovianus,-,pratensis,Christopher H. Dietrich,4.60%,4.60%,-,10-Jul-2000,"Kyrgyzstan: Osh, N slope Trans Alaj Ridge, 8 km SW Nura",3100m
P002_WG05,SRR17213334,Deltocephalinae,Paralimnini,Flexamia,-,inflata,Christopher H. Dietrich,4.20%,4.20%,-,09-Aug-2016,"USA: Illinois, Livingston County, US rt. 66 2 mi SW Odell",-
P002_WF06,SRR17213333,Deltocephalinae,Paralimnini,Nicolaus,-,dentatus,Christopher H. Dietrich,6.60%,6.60%,-,15-Dec-2004,"South Africa: Western Cape Prov., Wemmershoek Dam, N of Franschhoek",-
P007_WH01,SRR17213332,Deltocephalinae,Paralimnini,Pravistylus,-,trunculidiscus,Christopher H. Dietrich,4.60%,4.60%,-,11-Dec-2004,"South Africa: Western Cape Prov., Arniston",8.54m
P002_WA12,SRR17213331,Deltocephalinae,Scaphoideini,Amimenus,-,mojiensis,Christopher H. Dietrich,3.40%,3.40%,-,12-Jul-2012,"China: Shaanxi, 8km ENE Chenhexiang",660m
P005_WG02,SRR17213330,Deltocephalinae,Scaphoideini,Caphodus,-,n.sp.,Christopher H. Dietrich,3.60%,3.60%,-,25-Oct-2003/12-Nov-2003,"Argentina: Tucuman, 4 km S Capitan Caceres",430m
P003_WG04,SRR17213328,Deltocephalinae,Scaphoideini,Euscelidella,-,n.sp.,Christopher H. Dietrich,2.20%,2.20%,-,09-Nov-2008/24-Nov-2008,"Madagascar: Fianarantsoa Prov., Ranomafana National Park, nr. Centre ValBio",-
P006_WH11,SRR17213327,Deltocephalinae,Scaphoideini,Gunghuyana,-,n.sp.,Christopher H. Dietrich,4.00%,4.00%,-,07-Jun-2005,"Ghana: Western Region, Ankasa Resource Reserve, Nkwanta Camp",-
P008_WB06,SRR17213326,Deltocephalinae,Scaphoideini,Madagella,-,n.sp.,Christopher H. Dietrich,3.80%,3.80%,-,23-Oct-2012/29-Oct-2012,"Madagascar: Tulear, Ambohimahavelona village",45m
P003_WA01,SRR17213325,Deltocephalinae,Scaphoideini,Melanetettix,-,semeraroae,Christopher H. Dietrich,2.10%,2.10%,-,28-Feb-2015,"Australia: Queensland, Mt. Bartle Frere trailhead ",-
P001_WB02,SRR17213324,Deltocephalinae,Scaphoideini,Mimotettix,-,alboguttulatus,Christopher H. Dietrich,3.30%,3.30%,-,10-Jun-2005/12-Jun-2005,"Ghana: Greater Accra Region, Shai Hills Resource Reserve",-
P004_WC05,SRR17213323,Deltocephalinae,Scaphoideini,Moorada,-,n.sp.,James N. Zahniser,5.00%,5.00%,-,Nov-2007,"Zambia: Northwestern Prov., ~11km SW Mwinilunga, Nkunyi Local Forest",-
P005_WF05,SRR17213322,Deltocephalinae,Scaphoideini,Neophlepsius,Neophlepsius,multifarius,Christopher H. Dietrich,1.80%,1.80%,-,25-Sep-2009/1-Oct-2009,"Argentina: Salta, 3 km W Cafayate",1760m
P008_WE06,SRR17213321,Deltocephalinae,Scaphoideini,Penthigrampta,-,n.sp.,Christopher H. Dietrich,8.50%,8.50%,-,24-Oct-2002,"Peru: Huanuco, 8 km S Tingo Maria, Pte. Cuevas",670m
P006_WG02,SRR17213320,Deltocephalinae,Scaphoideini,Perugramptella,-,hirsuta,Christopher H. Dietrich,3.80%,3.80%,-,Oct-2012,Peru: Cuzco Dept.,-
P007_WA02,SRR17212829,Deltocephalinae,Scaphoideini,Platyretus,-,gangeticus,Christopher H. Dietrich,4.00%,4.00%,-,02-Oct-2005,"India: Maharashtra, Pune District, 5 km E Mulshi Lake near Tamini Village",-
P004_WA07,SRR17212826,Deltocephalinae,Scaphoideini,Scaphoidophyes,-,n.sp.,James N. Zahniser,2.30%,2.30%,-,13-Nov-2007,"Zambia: Copperbelt Prov., ~45 km S of Ndola, Nsobe Game Camp",1255m
P003_WG06,SRR17212825,Deltocephalinae,Scaphoideini,Thamnophryne,-,n.sp.,Christopher H. Dietrich,3.00%,3.00%,-,22-Feb-2015,"Australia: Queensland, Helodin St. For.",-
P012_WB02,SRR17212824,Deltocephalinae,Scaphoideini,Tongdotettix,-,youngeouni,Christopher H. Dietrich,4.60%,4.60%,-,12-Oct-2006/19-Oct-2006,"Thailand: Loei, Phu Ruea National Park, Suan hin Palee",-
P004_WC06,SRR17212823,Deltocephalinae,Scaphoideini,Loipothea,-,n.sp.,James N. Zahniser,15.50%,15.50%,-,11-Nov-2007,"Zambia: Copperbelt Prov., ~12 km SSE of Kitwe, Greystone Farm",1247m
P002_WE09,SRR17212822,Deltocephalinae,Scaphoideini,Acastroma,-,introductum,Christopher H. Dietrich,4.60%,4.60%,-,16-Mar-2009/30-Mar-2009,"Cameroon : Southwest, nr. Korup National Park at bridge over river",-
P003_WB05,SRR17212821,Deltocephalinae,Scaphoideini,Anoplotettix,-,fuscovenosus,Christopher H. Dietrich,2.10%,2.10%,-,01-Jun-2016,"Switzerland: Canton Ticino, Croglio",-
P001_WB05,SRR17212820,Deltocephalinae,Scaphoideini,Delospilopterus,-,scoliopeus,Christopher H. Dietrich,3.40%,3.40%,-,24-Nov-2008,Republic of Congo: Iboubikro,-
P012_WA03,SRR17212819,Deltocephalinae,Scaphoideini,Perugrampta,-,denticula,Christopher H. Dietrich,2.60%,2.60%,-,20-Jan-2004,Ecuador: Yanayacu Biological Station ,-
P012_WB01,SRR17212818,Deltocephalinae,Scaphoideini,Scaphoidella,-,clavatella,Christopher H. Dietrich,2.60%,2.60%,-,12-Oct-2006/19-Oct-2006,"Thailand: Loei, Phu Ruea National Park, Suan hin Palee",-
P007_WG07,SRR17212817,Deltocephalinae,Scaphoideini,Scaphoidula,-,dentata,Christopher H. Dietrich,4.10%,4.00%,-,25-March-2016,Brazil: RoraimaReserva Maraca,100m
P001_WE10,SRR17212815,Deltocephalinae,Scaphoideini,Spathanus,-,acuminatus,Christopher H. Dietrich,6.00%,6.00%,-,10-Jun-2016/30-Jun-2016,"USA: Arizona, La Paz County",-
P002_WG12,SRR17212814,Deltocephalinae,Scaphoideini,Phlogotettix,-,polyphemus,Christopher H. Dietrich,3.40%,3.40%,-,22-Jun-2004/25-Jun-2004,"China: Taiwan, Kaohsiung, Shanping Forest Reserve Station, 9km SE Liouguei",-
P007_WH08,SRR17212813,Deltocephalinae,Scaphoideini,Omanana,-,torquea,Christopher H. Dietrich,4.60%,4.50%,-,13-Oct-2001,"Mexico: Jalisco, 13 km ESE Tuscacuesco",900m
P005_WG08,SRR17212812,Deltocephalinae,Scaphoideini,Phlogothamnus,-,polymaculatus,Christopher H. Dietrich,2.50%,2.40%,-,25-Jul-2018,"China: Zheijiang, Tianmushan",714m
P011_WD07,SRR17212811,Deltocephalinae,Scaphoideini,Scaphomonus,-,furcatus,Christopher H. Dietrich,2.80%,2.70%,-,30-Jun-2019,"China: Taiwan, Miaoli County, Rt. 124, Nanchuang",-
